TINWSYS_IS_NUMBER,WATER_SYSTEM_NUMBER,SYSTEM_NAME,REGULATING_AGENCY,COUNTY,FEDERAL_CLASSIFICATION_TYPE,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,PL_ADDRESS,PL_ADDRESS_CITY_NAME,PL_ADDRESS_STATE_CODE,PL_ADDRESS_ZIP_CODE,LATITUDE_MEASURE,LONGITUDE_MEASURE,SERVICE_AREA_ECONOMIC_STATUS,MHI,CALENVIRO_SCREEN_SCORE,RISK_ASSESSMENT_RESULT,CURRENT_FAILING,FINAL_SAFER_STATUS,FAILING_START_DATE,PRIMARY_MCL_VIOLATION,PRIMARY_ANALYTE_1,PRIMARY_ANALYTE_2,PRIMARY_ANALYTE_3,PRIMARY_ANALYTE_4,PRIMARY_ANALYTE_5,SECONDARY_MCL_VIOLATION,SECONDARY_ANALYTE_1,SECONDARY_ANALYTE_2,SECONDARY_ANALYTE_3,SECONDARY_ANALYTE_4,E_COLI_VIOLATION,E_COLI_ANALYTES,TREATMENT_TECHNIQUE_VIOLATION,TT_ANALYTES,MONITORING_AND_REPORTING_VIOLATION,MONITORING_AND_REPORTING_ANALYTES,SOURCE_CAPACITY_VIOLATION,SOURCE_CAPACITY_ANALYTES,TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT,WEIGHTED_WATER_QUALITY_SCORE,WATER_QUALITY_SCORE,WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,WATER_QUALITY_RISK_LEVEL,WEIGHTED_ACCESSIBILITY_SCORE,ACCESSIBILITY_SCORE,ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,ASSESSIBILITY_RISK_LEVEL,WEIGHTED_AFFORDABILITY_SCORE,AFFORDABILITY_SCORE,AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,AFFORDABILITY_RISK_LEVEL,WEIGHTED_TMF_CAPACITY_SCORE,TMF_CAPACITY_SCORE,TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,TMF_CAPACITY_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET,HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE,HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL,TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET,TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL,PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET,PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL,CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET,CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL,MIN_PCT_OF_SOURCES_EXCEED_MCL_THRESHOLD_MET,MAX_PCT_OF_SOURCES_EXCEED_MCL_THRESHOLD_MET,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE,NUMBER_OF_WATER_SOURCES_RISK_LEVEL,NUMBER_OF_WATER_SOURCES_THRESHOLD_MET,NUMBER_OF_WATER_SOURCES_RAW_SCORE,NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE,ABESENCE_OF_INTERTIES_RISK_LEVEL,ABESENCE_OF_INTERTIES_THRESHOLD_MET,ABESENCE_OF_INTERTIES_RAW_SCORE,ABESENCE_OF_INTERTIES_WEIGHTED_SCORE,SOURCE_CAPACITY_VIOLATION_RISK_LEVEL,SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET,SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE,SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE,EXTREME_WATER_BILL_RISK_LEVEL,EXTREME_WATER_BILL_THRESHOLD_MET,EXTREME_WATER_BILL_RAW_SCORE,EXTREME_WATER_BILL_WEIGHTED_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL,HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE,TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL,TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET,TOTAL_NET_ANNUAL_INCOME_RAW_SCORE,TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE,OPERATING_RATIO_RISK_LEVEL,OPERATING_RATIO_THRESHOLD_MET,OPERATING_RATIO_RAW_SCORE,OPERATING_RATIO_WEIGHTED_SCORE,DAYS_CASH_ON_HAND_RISK_LEVEL,DAYS_CASH_ON_HAND_THRESHOLD_MET,DAYS_CASH_ON_HAND_RAW_SCORE,DAYS_CASH_ON_HAND_WEIGHTED_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL,OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET,OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL,MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET,MONITORING_AND_REPORTING_VIOLATIONS_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE,SIGNIFICANT_DEFICIENCIES_RISK_LEVEL,SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET,SIGNIFICANT_DEFICIENCIES_RAW_SCORE,SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE,FUNDING_RECEIVED_SINCE_2017,TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017,REGIONAL_BOARD,AUTOMATICALLY_AT_RISK_REASON,CREATED_DATE,TOTAL_PRIMARY_ANALYTES,TOTAL_SECONDARY_ANALYTES,TOTAL_E_COLI_ANALYTES
3501,CA3301630,BLYTHE - HIDDEN BEACHES,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,124,393,LOCAL,440 SOUTH MAIN STREET,BLYTHE,CA,92225,33.659882,-114.525025,SDAC,44439,32.986896721941,Potentially At-Risk,Failing,Failing,2023-08-28,NO,NA,NA,NA,NA,NA,YES,MANGANESE,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.41,0.75,0.25,0.31,LOW,1.33,0.67,0.55,HIGH,0.33,0.33,0.14,LOW,0.00,0.00,0.00,NONE,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 7 Colarado River,NA,2026-05-17,NA,1,NA
9745,CA3301676,THOMAS MOUNTAIN WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,56,157,PRIVATE,35061 BARBARA LEE DRIVE,MOUNTAIN CENTER,CA,92561,33.61191,-116.626317,SDAC,52102,19.5545407264806,Potentially At-Risk,Not Failing,Potentially At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.83,0.50,0.17,0.18,LOW,2.00,1.00,0.71,HIGH,0.33,0.33,0.12,LOW,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,YES,1,1,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,459649.04,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9746,CA3301682,TRAILS END MUTUAL WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,33,52,PRIVATE,TRAILSEND SUBDIVISION AT END OF MORRIS R,MOUNTAIN CENTER,CA,92561,33.65722,-116.59189,SDAC,52102,19.5545407264806,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.00,0.00,0.00,0.00,NONE,2.00,1.00,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9756,CA3301717,VALLEY VIEW TRAILER PARK,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,37,135,PRIVATE,88041 AVE 56,THERMAL,CA,92274,33.641532,-116.127836,SDAC,6573,37.7231675208014,At-Risk,Not Failing,At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,4.33,2.00,0.67,0.46,HIGH,1.33,0.67,0.31,HIGH,0.33,0.33,0.08,LOW,0.67,0.33,0.15,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,1438484.44,0,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
9762,CA3301775,HIGH VALLEYS WATER DISTRICT,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,239,733,PRIVATE,47781 Twin Pines Rd.,BANNING,CA,92220,33.876879,-116.825408,DAC,60565,39.6995852576009,Potentially At-Risk,Not Failing,Potentially At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.66,0.00,0.00,0.00,NONE,1.00,0.50,0.38,MEDIUM,0.33,0.33,0.12,LOW,1.33,0.67,0.50,HIGH,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,NONE,1 or more interties,0,0,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,HIGH,2 or more violations,1,2.0,NONE,0,0,0.0,0,47157.24,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
9803,CA3301800,STONEWOOD CANYON ESTATES,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,26,40,PRIVATE,21907 HWY 243,IDYLLWILD,CA,92549,33.774131,-116.735449,DAC,68205,16.4408878027373,Potentially At-Risk,Not Failing,Potentially At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.50,0.50,0.17,0.20,LOW,2.00,1.00,0.80,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9765,CA3301863,OLIVET UNIVERSITY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,24,212,PRIVATE,36401 Tripp Flats RD,ANZA,CA,92539,33.5924,-116.755223,SDAC,38814,19.5545407264806,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.58,0.25,0.08,0.16,LOW,0.33,0.17,0.21,LOW,0.33,0.33,0.21,LOW,0.67,0.33,0.42,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
3503,CA3301879,SHARONDALE MESA HOA,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,244,340,PRIVATE,9525 SHARON WAY,CALIMESA,CA,92320,33.982021,-117.03976,DAC,75313,16.4706573424415,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.42,0.75,0.25,0.53,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.67,0.33,0.47,LOW,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.50,NONE,0,49,0,0,NONE,2+,0,0,NONE,1 or more interties,0,0,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,HIGH,2 or more violations,1,2.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
3506,CA3301943,PLANTATION ON THE LAKE PARK,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,581,897,PRIVATE,10961 DESERT LAWN DRIVE,CALIMESA,CA,92320,33.957601,-117.030006,SDAC,55175,23.562440434777,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.00,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,1.00,0.50,1.00,MEDIUM,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,NONE,1 or more interties,0,0,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9821,CA3301947,CHAPEL IN THE PINES,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,TRANSIENT NON-COMMUNITY,9,80,PRIVATE,29375 hwy 243,MOUNTAIN CENTER,CA,92349,33.706326,-116.727115,SDAC,28977,21.9520349351016,NA,Not Failing,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2026-05-17,NA,NA,NA
9827,CA3301990,AMEZCUA - GARCIA WATER,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,79,170,PRIVATE,54540 SHADY LANE,THERMAL,CA,92274,33.652617,-116.17037,SDAC,6038,37.7231675208014,At-Risk,Failing,Failing,2022-06-15,YES,ARSENIC,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,6.84,2.50,0.83,0.37,HIGH,3.00,1.50,0.44,HIGH,0.67,0.67,0.10,MEDIUM,0.67,0.33,0.10,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,VERY HIGH,1+,1,3,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,899525,0,Region 7 Colarado River,BOTTLED OR HAULED WATER,2026-05-17,1,NA,NA
9850,CA3303003,GALINDO HOUSING FACILITY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,38,50,PRIVATE,79655 SABRINA COURT,BERMUDA DUNES,CA,92201,33.755612,-116.275051,DAC,74102,14.7125742961974,At-Risk,Not Failing,At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,3.83,1.50,0.50,0.39,MEDIUM,1.33,0.67,0.35,HIGH,0.33,0.33,0.09,LOW,0.67,0.33,0.17,LOW,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
9857,CA3303035,THERMAL PARK,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,22,73,PRIVATE,88705 AVE 62,THERMAL,CA,92274,33.597522,-116.118235,SDAC,11250,44.8833604998786,At-Risk,Not Failing,At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,4.84,1.50,0.50,0.31,MEDIUM,2.00,1.00,0.41,HIGH,0.67,0.67,0.14,MEDIUM,0.67,0.33,0.14,LOW,HIGH,YES,1,3,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,6215.4,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
3508,CA3310001,COACHELLA VWD: COVE COMMUNITY,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,111710,270000,LOCAL,75-515 Hovley Lane East,PALM DESERT,CA,92211,33.638768,-116.224119,DAC,69282,21.1645910410932,NA,Not Failing,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20324400.69,0,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
